order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number
ORD_00039,39,75,CUST_0075,1/11/2023,2023-12-26T04:44:00.000Z,PROD_042,107,8,3,20.65,222.26,501.62,581.30,8.43,22.54,0.00,returned,delivered,bank_transfer,991 Oak Ave,,TRK351546
ORD_00040,40,24,CUST_0024,2023-07-05,2023-08-02T03:32:00.000Z,PROD_108,154,2,1,384.04,106.00,341.58,742.81,21.43,34.33,12.24,returned,processing,paypal,9830 Pine Rd,Special delivery instructions,TRK970069
ORD_00041,41,159,CUST_0159,2/3/2023,2023-06-21T21:32:00.000Z,PROD_154,42,3,4,476.18,229.13,717.85,86.31,19.94,12.30,0.00,CANCELLED,processing,debit_card,7573 Main St,,
ORD_00042,42,331,CUST_0331,6/7/2023,2023-04-14T10:50:00.000Z,PROD_038,136,9,4,437.94,135.50,105.52,209.36,21.75,14.34,9.93,returned,processing,credit_card,2449 Oak Ave,Special delivery instructions,
ORD_00043,43,327,CUST_0327,5/18/2023,2023-11-12T10:52:00.000Z,PROD_164,55,9,5,148.34,172.68,202.52,625.26,23.83,14.52,43.65,pending,SHIPPED,bank_transfer,4070 Pine Rd,Special delivery instructions,
ORD_00044,44,69,CUST_0069,8/3/2023,2023-11-28T17:37:00.000Z,PROD_139,174,3,1,165.06,383.24,663.90,271.43,22.87,4.61,38.98,,returned,paypal,8162 Oak Ave,Special delivery instructions,TRK866260
ORD_00045,45,456,CUST_0456,8/11/2023,2023-02-02T01:48:00.000Z,PROD_002,197,7,2,145.64,236.88,1047.15,348.03,20.23,51.57,14.33,processing,delivered,credit_card,456 Oak Ave,,
ORD_00046,46,142,CUST_0142,5/17/2023,2023-02-01T18:52:00.000Z,PROD_165,76,9,5,424.53,399.31,772.96,327.36,16.12,35.49,0.00,pending,processing,cash,247 Pine Rd,,TRK470101
ORD_00047,47,392,CUST_0392,7/2/2023,2023-11-10T23:33:00.000Z,PROD_019,70,2,3,70.34,408.62,952.60,748.16,0.00,12.94,13.37,returned,delivered,paypal,8900 Pine Rd,,TRK879736
ORD_00048,48,222,CUST_0222,6/18/2023,2023-07-02T01:05:00.000Z,PROD_039,168,9,2,112.14,355.04,555.69,651.21,0.00,36.57,0.00,pending,SHIPPED,credit_card,18 Pine Rd,,TRK727033
ORD_00049,49,293,CUST_0293,9/1/2023,2023-12-03T00:09:00.000Z,PROD_137,193,9,3,288.67,340.63,728.44,174.16,7.29,50.51,0.00,,CANCELLED,credit_card,3519 Oak Ave,,TRK781049
ORD_00050,50,355,CUST_0355,8/10/2023,2023-06-23T17:11:00.000Z,PROD_158,44,1,1,30.35,158.88,174.93,227.82,17.97,35.85,43.98,returned,,debit_card,3402 Main St,,
ORD_00051,51,127,CUST_0127,7/1/2023,,PROD_047,182,6,4,340.62,279.55,633.98,122.30,13.20,46.70,21.59,delivered,returned,bank_transfer,2195 Oak Ave,,
ORD_00052,52,46,CUST_0046,12/25/2023,2023-09-01T15:47:00.000Z,PROD_057,43,4,5,480.75,208.56,966.58,221.41,0.00,24.04,0.00,processing,CANCELLED,cash,6379 Pine Rd,,TRK208900
ORD_00053,53,14,CUST_0014,4/26/2023,2023-07-03T06:50:00.000Z,PROD_116,16,1,3,247.25,82.98,96.05,774.63,24.91,34.05,0.00,CANCELLED,pending,credit_card,1851 Oak Ave,,
ORD_00054,54,349,CUST_0349,,2023-06-08T10:55:00.000Z,PROD_162,78,9,4,356.00,110.90,67.70,806.45,15.96,23.15,42.11,pending,pending,credit_card,3836 Main St,,TRK545461
ORD_00055,55,400,CUST_0400,8/5/2023,2023-03-15T07:01:00.000Z,PROD_132,14,10,3,283.61,122.08,832.14,532.81,11.41,6.50,0.00,processing,pending,cash,4189 Main St,,
ORD_00056,56,454,CUST_0454,3/19/2023,2023-02-13T05:16:00.000Z,PROD_011,163,4,3,324.98,200.39,343.85,243.89,0.00,51.39,5.71,delivered,pending,bank_transfer,1965 Oak Ave,,TRK587807
ORD_00057,57,96,CUST_0096,3/16/2023,,PROD_049,50,2,2,81.70,91.55,564.57,59.88,13.55,49.97,0.00,delivered,processing,cash,7373 Pine Rd,,TRK404711
ORD_00058,58,5,CUST_0005,8/22/2023,,PROD_135,88,7,5,218.02,179.21,930.58,282.48,20.66,2.81,10.23,,processing,cash,7240 Oak Ave,,TRK512999
ORD_00059,59,295,CUST_0295,2023-07-21,,PROD_129,159,6,3,420.49,225.01,837.01,345.09,22.64,11.40,0.00,,pending,debit_card,9117 Main St,Special delivery instructions,TRK190527
ORD_00060,60,380,CUST_0380,11/13/2023,2023-09-19T08:29:00.000Z,PROD_180,53,3,1,240.84,174.49,132.73,557.02,10.45,10.03,0.00,pending,,credit_card,9043 Pine Rd,,
ORD_00061,61,134,CUST_0134,9/26/2023,2023-12-27T00:39:00.000Z,PROD_040,107,9,4,226.28,264.21,166.95,622.02,20.79,24.04,0.00,,processing,paypal,1245 Oak Ave,,TRK715641
ORD_00062,62,38,CUST_0038,2023-04-08,2023-07-21T23:31:00.000Z,PROD_113,27,3,1,12.27,268.59,374.16,706.23,0.00,25.76,0.00,processing,returned,debit_card,9029 Oak Ave,,TRK285590
ORD_00063,63,344,CUST_0344,10/3/2023,2023-11-15T04:09:00.000Z,PROD_057,30,10,1,87.73,316.92,142.13,67.64,6.73,5.64,0.00,SHIPPED,CANCELLED,debit_card,182 Main St,,
ORD_00064,64,106,CUST_0106,3/16/2023,2023-05-02T03:07:00.000Z,PROD_038,195,5,4,103.96,94.67,632.45,758.54,23.14,33.19,0.00,processing,CANCELLED,credit_card,6299 Main St,,
ORD_00065,65,77,CUST_0077,1/16/2023,2023-11-10T00:50:00.000Z,PROD_061,72,10,1,376.48,78.94,999.76,820.20,18.75,35.73,0.00,SHIPPED,pending,debit_card,9614 Pine Rd,,
ORD_00066,66,214,CUST_0214,11/21/2023,2023-03-20T22:33:00.000Z,PROD_141,73,3,4,427.98,341.32,664.25,586.17,0.00,22.16,0.00,delivered,CANCELLED,cash,5137 Oak Ave,,
ORD_00067,67,466,CUST_0466,2023-08-15,2023-09-03T13:01:00.000Z,PROD_127,54,8,3,437.11,21.42,361.09,670.52,9.66,23.68,0.00,processing,returned,cash,8218 Main St,Special delivery instructions,TRK513730
ORD_00068,68,375,CUST_0375,4/11/2023,2023-03-15T17:03:00.000Z,PROD_182,49,7,1,64.91,143.27,541.66,108.73,23.84,8.40,0.00,CANCELLED,delivered,debit_card,96 Pine Rd,,TRK818696
ORD_00069,69,420,CUST_0420,2/7/2023,2023-02-20T10:28:00.000Z,PROD_058,8,10,3,295.76,282.53,611.53,817.82,19.19,19.93,0.00,pending,processing,cash,8233 Main St,,TRK123417
ORD_00070,70,484,CUST_0484,2/22/2023,,PROD_039,143,1,5,117.58,349.92,261.65,542.13,24.21,23.05,0.00,returned,processing,bank_transfer,1361 Main St,,TRK580446
ORD_00071,71,198,CUST_0198,9/4/2023,2023-11-20T02:37:00.000Z,PROD_107,199,8,2,57.95,404.02,766.40,479.07,0.00,6.90,3.07,CANCELLED,pending,paypal,2812 Oak Ave,,TRK553939
ORD_00072,72,450,CUST_0450,1/21/2023,2023-02-15T23:43:00.000Z,PROD_168,62,7,5,191.62,217.85,1044.71,601.04,14.46,19.08,37.09,processing,processing,cash,574 Main St,,TRK610909
ORD_00073,73,33,CUST_0033,7/7/2023,2023-10-24T23:37:00.000Z,PROD_133,169,5,4,377.15,378.14,993.89,323.42,13.88,14.14,0.00,CANCELLED,,cash,1236 Main St,,
ORD_00074,74,442,CUST_0442,2/6/2023,2023-09-23T20:38:00.000Z,PROD_103,148,2,5,246.28,26.65,939.43,599.97,12.43,17.67,0.00,CANCELLED,delivered,bank_transfer,9485 Main St,,TRK238398
ORD_00075,75,210,CUST_0210,2023-12-01,2023-05-24T14:26:00.000Z,PROD_046,15,8,4,118.95,178.96,74.78,371.91,23.61,21.34,23.44,pending,processing,bank_transfer,5277 Main St,Special delivery instructions,TRK485247
ORD_00076,76,202,CUST_0202,9/19/2023,2023-04-23T01:36:00.000Z,PROD_038,41,8,5,122.89,334.83,970.82,458.23,21.49,40.30,40.17,,delivered,bank_transfer,959 Main St,,TRK961824
ORD_00077,77,174,CUST_0174,9/6/2023,2023-12-18T02:56:00.000Z,PROD_177,194,6,4,29.71,113.58,657.52,492.72,17.45,29.17,0.00,,,bank_transfer,4305 Pine Rd,Special delivery instructions,TRK626773
ORD_00078,78,30,CUST_0030,8/12/2023,2023-08-22T19:36:00.000Z,PROD_101,22,6,4,299.68,324.15,612.95,97.86,10.63,3.12,0.00,CANCELLED,,cash,6783 Main St,,
ORD_00079,79,157,CUST_0157,2023-03-31,2023-11-05T00:44:00.000Z,PROD_115,35,10,4,175.02,397.75,73.19,185.06,0.00,16.22,0.00,returned,delivered,bank_transfer,7162 Pine Rd,,
ORD_00080,80,379,CUST_0379,2/5/2023,2023-08-16T18:55:00.000Z,PROD_180,173,7,1,224.46,175.53,193.40,581.01,22.00,19.53,43.96,returned,pending,bank_transfer,7659 Main St,Special delivery instructions,TRK706549
ORD_00081,81,261,CUST_0261,2023-01-25,2023-02-26T09:01:00.000Z,PROD_139,127,4,1,212.45,282.05,370.16,804.03,0.00,8.44,0.00,processing,CANCELLED,credit_card,2582 Oak Ave,,TRK676096
ORD_00082,82,26,CUST_0026,11/17/2023,2023-08-01T03:04:00.000Z,PROD_087,130,2,1,266.04,110.22,1035.16,426.87,18.17,32.49,0.00,pending,,cash,4094 Pine Rd,,
ORD_00083,83,114,CUST_0114,8/26/2023,2023-06-08T10:19:00.000Z,PROD_046,111,10,1,21.04,196.25,155.65,822.37,0.00,47.15,0.00,,processing,paypal,5035 Oak Ave,,
ORD_00084,84,305,CUST_0305,6/1/2023,,PROD_134,121,5,4,449.95,209.75,953.55,94.63,12.25,11.41,18.18,pending,processing,credit_card,9849 Main St,,TRK850089
ORD_00085,85,42,CUST_0042,2023-05-11,2023-04-06T10:48:00.000Z,PROD_152,56,5,3,291.93,243.08,471.73,216.66,15.17,26.51,0.00,pending,pending,cash,7086 Oak Ave,,TRK830564
ORD_00086,86,216,CUST_0216,5/5/2023,2023-09-28T17:25:00.000Z,PROD_167,109,7,3,417.28,404.97,809.80,402.95,20.02,6.66,0.00,,delivered,debit_card,2173 Pine Rd,,
ORD_00087,87,219,CUST_0219,1/8/2023,,PROD_102,137,5,5,323.03,223.79,254.05,720.63,5.06,15.82,0.00,delivered,,credit_card,3199 Oak Ave,,TRK755547
ORD_00088,88,110,CUST_0110,8/3/2023,2023-03-13T01:36:00.000Z,PROD_172,122,2,1,93.33,279.98,307.69,160.87,17.29,16.95,37.73,processing,SHIPPED,debit_card,6029 Main St,,TRK530868
ORD_00089,89,110,CUST_0110,2023-06-17,2023-11-20T01:07:00.000Z,PROD_135,32,7,2,460.63,403.11,362.24,118.43,22.64,2.93,21.21,pending,returned,debit_card,1617 Main St,,
ORD_00090,90,137,CUST_0137,11/12/2023,2023-06-04T03:21:00.000Z,PROD_042,149,8,4,402.67,165.18,422.48,182.08,9.28,24.51,0.00,CANCELLED,SHIPPED,cash,7258 Main St,,
ORD_00091,91,184,CUST_0184,2023-01-20,2023-12-26T12:21:00.000Z,PROD_193,2,5,1,140.27,398.26,1023.29,91.39,5.91,35.14,0.00,delivered,CANCELLED,paypal,4810 Pine Rd,Special delivery instructions,
ORD_00092,92,403,CUST_0403,3/9/2023,2023-05-13T00:48:00.000Z,PROD_107,61,4,3,53.09,76.13,992.24,264.02,0.00,4.60,33.91,,processing,cash,1980 Main St,,
ORD_00093,93,48,CUST_0048,2023-01-01,,PROD_182,6,7,5,181.61,208.58,329.24,669.41,0.00,24.85,0.00,returned,CANCELLED,cash,9427 Pine Rd,,TRK469966
ORD_00094,94,278,CUST_0278,5/27/2023,,PROD_131,97,9,4,152.25,112.04,184.21,46.95,13.89,27.78,0.00,SHIPPED,delivered,credit_card,2174 Pine Rd,,
ORD_00095,95,67,CUST_0067,2023-03-06,2023-08-23T08:32:00.000Z,PROD_021,42,5,3,103.90,191.53,159.40,773.01,22.38,42.26,30.94,returned,pending,bank_transfer,3166 Main St,,TRK619762
ORD_00096,96,10,CUST_0010,10/17/2023,2023-01-12T18:46:00.000Z,PROD_012,169,7,1,343.31,169.00,725.32,199.28,0.00,10.96,8.91,CANCELLED,pending,credit_card,9590 Main St,Special delivery instructions,
ORD_00097,97,114,CUST_0114,9/15/2023,2023-03-11T02:54:00.000Z,PROD_150,147,7,3,429.56,287.29,312.81,588.34,7.59,45.04,0.00,delivered,returned,bank_transfer,3607 Pine Rd,,TRK721693
ORD_00098,98,314,CUST_0314,2023-06-27,2023-10-11T20:34:00.000Z,PROD_124,4,9,2,32.40,101.50,306.54,64.83,19.45,26.24,0.00,SHIPPED,,credit_card,4983 Pine Rd,,
ORD_00099,99,64,CUST_0064,2023-04-04,2023-07-28T02:43:00.000Z,PROD_177,110,10,4,258.97,226.79,157.97,281.55,12.74,12.73,36.55,delivered,delivered,credit_card,4994 Pine Rd,Special delivery instructions,TRK445146
ORD_00100,100,171,CUST_0171,2023-01-26,2023-03-18T06:41:00.000Z,PROD_046,106,3,5,148.13,196.76,210.34,149.93,0.00,51.93,0.00,delivered,returned,debit_card,7992 Pine Rd,,TRK223990
ORD_00101,101,113,CUST_0113,2023-03-01,,PROD_038,90,3,2,155.94,16.28,550.22,813.34,8.18,28.48,0.00,processing,CANCELLED,cash,3979 Pine Rd,,TRK930252
ORD_00102,102,153,CUST_0153,2023-03-11,2023-01-27T16:28:00.000Z,PROD_125,40,2,1,299.06,109.36,545.71,775.28,21.19,23.11,0.00,,delivered,bank_transfer,1203 Oak Ave,Special delivery instructions,TRK122053
ORD_00103,103,339,CUST_0339,6/7/2023,2023-02-09T10:34:00.000Z,PROD_124,52,7,3,479.70,199.76,77.31,834.25,7.32,43.66,0.00,CANCELLED,returned,credit_card,2925 Oak Ave,,
ORD_00104,104,457,CUST_0457,2/24/2023,,PROD_041,90,4,1,340.99,148.81,397.33,631.91,0.00,19.26,0.00,,returned,credit_card,8475 Oak Ave,Special delivery instructions,TRK542744
ORD_00105,105,329,CUST_0329,2023-09-01,2023-09-09T04:16:00.000Z,PROD_082,119,3,5,212.73,45.28,81.48,108.85,18.49,39.15,2.07,SHIPPED,SHIPPED,bank_transfer,8458 Pine Rd,,
ORD_00106,106,244,CUST_0244,2023-09-26,2023-02-03T06:42:00.000Z,PROD_045,48,5,5,269.64,296.82,635.83,549.42,6.24,37.36,0.00,delivered,,debit_card,2483 Pine Rd,,TRK204684
ORD_00107,107,338,CUST_0338,8/10/2023,2023-07-27T03:51:00.000Z,PROD_173,168,5,1,87.01,125.98,445.08,387.20,12.02,51.13,0.00,CANCELLED,processing,bank_transfer,2726 Oak Ave,,TRK176335
ORD_00108,108,220,CUST_0220,,2023-09-06T05:14:00.000Z,PROD_146,139,2,1,491.55,154.01,588.81,269.53,22.94,6.62,0.00,CANCELLED,returned,credit_card,6987 Oak Ave,,TRK279644
ORD_00109,109,451,CUST_0451,2023-06-26,2023-07-12T20:50:00.000Z,PROD_117,56,3,3,26.29,259.11,294.28,762.20,0.00,28.98,0.00,delivered,CANCELLED,bank_transfer,7892 Main St,,TRK728226
ORD_00110,110,149,CUST_0149,2023-05-10,,PROD_010,34,4,2,334.51,163.28,744.20,173.09,8.24,4.99,0.00,CANCELLED,returned,credit_card,8601 Pine Rd,,TRK673515
ORD_00111,111,95,CUST_0095,2023-11-15,2023-03-26T20:37:00.000Z,PROD_018,116,2,4,277.45,256.29,683.51,597.51,0.00,10.26,0.00,SHIPPED,delivered,debit_card,1842 Oak Ave,,
ORD_00112,112,290,CUST_0290,5/1/2023,,PROD_007,76,10,1,407.14,375.16,617.12,251.76,21.13,10.60,0.00,returned,delivered,credit_card,1361 Main St,,TRK115952
ORD_00113,113,2,CUST_0002,2023-09-27,2023-05-10T11:29:00.000Z,PROD_171,76,8,4,328.90,184.16,273.25,248.41,18.06,32.16,0.00,pending,CANCELLED,cash,9422 Main St,,
ORD_00114,114,450,CUST_0450,3/2/2023,2023-08-04T22:33:00.000Z,PROD_135,133,2,2,210.95,68.62,916.51,416.10,0.00,28.88,0.00,processing,processing,debit_card,8504 Main St,,TRK780833
ORD_00115,115,232,CUST_0232,2023-07-17,2023-09-23T01:07:00.000Z,PROD_017,174,9,5,387.86,230.33,356.55,235.93,15.88,22.52,0.00,processing,returned,cash,4535 Main St,,TRK533036
ORD_00116,116,402,CUST_0402,4/13/2023,2023-11-02T23:38:00.000Z,PROD_058,12,7,1,282.16,101.52,539.13,132.89,16.89,41.04,13.06,delivered,delivered,debit_card,4235 Oak Ave,,
ORD_00117,117,258,CUST_0258,,2023-03-26T21:18:00.000Z,PROD_058,80,9,3,283.51,107.37,432.17,485.69,16.18,12.61,0.00,processing,,credit_card,5337 Pine Rd,,
ORD_00118,118,408,CUST_0408,6/9/2023,,PROD_188,186,3,4,459.30,391.78,123.39,94.20,0.00,33.07,14.09,pending,returned,cash,385 Oak Ave,,TRK766405
ORD_00119,119,346,CUST_0346,2/14/2023,2023-02-17T03:14:00.000Z,PROD_136,77,7,4,202.60,296.18,951.98,772.61,0.00,41.70,0.00,processing,CANCELLED,debit_card,9778 Oak Ave,,TRK471434
ORD_00120,120,339,CUST_0339,2023-08-27,2023-04-15T03:14:00.000Z,PROD_186,98,10,2,407.09,151.77,787.71,327.72,0.00,23.80,0.00,returned,returned,cash,5710 Pine Rd,Special delivery instructions,
ORD_00121,121,258,CUST_0258,2023-04-11,2023-06-20T22:50:00.000Z,PROD_096,19,2,3,203.74,228.87,557.50,264.76,7.42,47.49,0.00,processing,,cash,9179 Pine Rd,,TRK497893
ORD_00122,122,314,CUST_0314,8/12/2023,2023-11-25T12:01:00.000Z,PROD_055,95,3,2,66.04,113.14,82.38,468.92,15.93,35.36,0.00,,CANCELLED,credit_card,4897 Main St,,
ORD_00123,123,68,CUST_0068,2023-07-23,2023-06-10T08:41:00.000Z,PROD_072,5,7,2,324.63,401.49,185.29,430.76,10.44,40.07,0.00,CANCELLED,processing,bank_transfer,7296 Oak Ave,Special delivery instructions,TRK107476
ORD_00124,124,82,CUST_0082,2/2/2023,2023-12-28T12:19:00.000Z,PROD_093,112,10,4,275.33,347.86,623.35,93.60,0.00,34.81,0.00,CANCELLED,delivered,credit_card,9874 Oak Ave,,TRK552185
ORD_00125,125,325,CUST_0325,,2023-03-06T18:01:00.000Z,PROD_199,63,4,5,94.06,342.67,622.04,741.96,24.74,34.06,0.00,processing,returned,debit_card,3249 Main St,,TRK214390
ORD_00126,126,78,CUST_0078,4/25/2023,2023-01-09T00:29:00.000Z,PROD_163,67,9,1,490.05,270.10,727.14,769.39,0.00,29.77,0.00,pending,delivered,cash,3686 Main St,Special delivery instructions,
ORD_00127,127,159,CUST_0159,6/13/2023,,PROD_140,124,7,2,118.57,302.86,854.42,66.32,0.00,3.15,11.18,SHIPPED,SHIPPED,paypal,9870 Oak Ave,Special delivery instructions,TRK231068
ORD_00128,128,179,CUST_0179,,2023-08-22T20:57:00.000Z,PROD_039,61,2,5,509.74,44.03,988.13,77.89,19.85,37.74,0.00,SHIPPED,processing,credit_card,1684 Oak Ave,Special delivery instructions,TRK392339
